"level0","level1","level2","level3","Ethnic group (grouped total responses)(1)","count"
"Female","20–24 Years","Kelston","North Island general electorates","European",1101
"Male","25–29 Years","Kelston","North Island general electorates","European",864
"Female","25–29 Years","Kelston","North Island general electorates","European",1128
"Male","30–34 Years","Kelston","North Island general electorates","European",1029
"Female","30–34 Years","Kelston","North Island general electorates","European",1158
"Male","35–39 Years","Kelston","North Island general electorates","European",1071
"Female","35–39 Years","Kelston","North Island general electorates","European",1188
"Male","40–44 Years","Kelston","North Island general electorates","European",1137
"Female","40–44 Years","Kelston","North Island general electorates","European",1209
"Male","45–49 Years","Kelston","North Island general electorates","European",1011
"Female","45–49 Years","Kelston","North Island general electorates","European",1098
"Male","50–54 Years","Kelston","North Island general electorates","European",996
"Female","50–54 Years","Kelston","North Island general electorates","European",1116
"Male","55–59 Years","Kelston","North Island general electorates","European",816
"Female","55–59 Years","Kelston","North Island general electorates","European",912
"Male","60–64 Years","Kelston","North Island general electorates","European",708
"Female","60–64 Years","Kelston","North Island general electorates","European",759
"Male","65–69 Years","Kelston","North Island general electorates","European",561
"Female","65–69 Years","Kelston","North Island general electorates","European",663
"Male","70–74 Years","Kelston","North Island general electorates","European",441
"Female","70–74 Years","Kelston","North Island general electorates","European",444
"Male","75–79 Years","Kelston","North Island general electorates","European",273
"Female","75–79 Years","Kelston","North Island general electorates","European",390
"Male","80–84 Years","Kelston","North Island general electorates","European",234
"Female","80–84 Years","Kelston","North Island general electorates","European",306
"Male","85 Years And Over","Kelston","North Island general electorates","European",147
"Female","85 Years And Over","Kelston","North Island general electorates","European",297
"Male","18 Years And Over","Kelston","North Island general electorates","European",10689
"Female","18 Years And Over","Kelston","North Island general electorates","European",12153
"Male","0–4 Years","Mana","North Island general electorates","European",1887
"Female","0–4 Years","Mana","North Island general electorates","European",1764
"Male","5–9 Years","Mana","North Island general electorates","European",1803
"Female","5–9 Years","Mana","North Island general electorates","European",1767
"Male","10–14 Years","Mana","North Island general electorates","European",1677
"Female","10–14 Years","Mana","North Island general electorates","European",1584
"Male","15–19 Years","Mana","North Island general electorates","European",1479
"Female","15–19 Years","Mana","North Island general electorates","European",1377
"Male","20–24 Years","Mana","North Island general electorates","European",1068
"Female","20–24 Years","Mana","North Island general electorates","European",1185
"Male","25–29 Years","Mana","North Island general electorates","European",876
"Female","25–29 Years","Mana","North Island general electorates","European",1053
"Male","30–34 Years","Mana","North Island general electorates","European",1080
"Female","30–34 Years","Mana","North Island general electorates","European",1362
"Male","35–39 Years","Mana","North Island general electorates","European",1431
"Female","35–39 Years","Mana","North Island general electorates","European",1674
"Male","40–44 Years","Mana","North Island general electorates","European",1695
