"level0","level1","level2","level3","Cigarette smoking behaviour","count"
"Female","30–34 Years","Mana","North Island general electorates","Regular Smoker",399
"Male","35–39 Years","Mana","North Island general electorates","Regular Smoker",399
"Female","35–39 Years","Mana","North Island general electorates","Regular Smoker",453
"Male","40–44 Years","Mana","North Island general electorates","Regular Smoker",477
"Female","40–44 Years","Mana","North Island general electorates","Regular Smoker",522
"Male","45–49 Years","Mana","North Island general electorates","Regular Smoker",423
"Female","45–49 Years","Mana","North Island general electorates","Regular Smoker",456
"Male","50–54 Years","Mana","North Island general electorates","Regular Smoker",345
"Female","50–54 Years","Mana","North Island general electorates","Regular Smoker",435
"Male","55–59 Years","Mana","North Island general electorates","Regular Smoker",279
"Female","55–59 Years","Mana","North Island general electorates","Regular Smoker",288
"Male","60–64 Years","Mana","North Island general electorates","Regular Smoker",216
"Female","60–64 Years","Mana","North Island general electorates","Regular Smoker",231
"Male","65–69 Years","Mana","North Island general electorates","Regular Smoker",132
"Female","65–69 Years","Mana","North Island general electorates","Regular Smoker",114
"Male","70–74 Years","Mana","North Island general electorates","Regular Smoker",72
"Female","70–74 Years","Mana","North Island general electorates","Regular Smoker",60
"Male","75–79 Years","Mana","North Island general electorates","Regular Smoker",21
"Female","75–79 Years","Mana","North Island general electorates","Regular Smoker",45
"Male","80–84 Years","Mana","North Island general electorates","Regular Smoker",3
"Female","80–84 Years","Mana","North Island general electorates","Regular Smoker",18
"Male","85 Years And Over","Mana","North Island general electorates","Regular Smoker",3
"Female","85 Years And Over","Mana","North Island general electorates","Regular Smoker",9
"Male","15–19 Years","Mangere","North Island general electorates","Regular Smoker",327
"Female","15–19 Years","Mangere","North Island general electorates","Regular Smoker",246
"Male","20–24 Years","Mangere","North Island general electorates","Regular Smoker",684
"Female","20–24 Years","Mangere","North Island general electorates","Regular Smoker",615
"Male","25–29 Years","Mangere","North Island general electorates","Regular Smoker",546
"Female","25–29 Years","Mangere","North Island general electorates","Regular Smoker",537
"Male","30–34 Years","Mangere","North Island general electorates","Regular Smoker",501
"Female","30–34 Years","Mangere","North Island general electorates","Regular Smoker",441
"Male","35–39 Years","Mangere","North Island general electorates","Regular Smoker",423
"Female","35–39 Years","Mangere","North Island general electorates","Regular Smoker",381
"Male","40–44 Years","Mangere","North Island general electorates","Regular Smoker",498
"Female","40–44 Years","Mangere","North Island general electorates","Regular Smoker",429
"Male","45–49 Years","Mangere","North Island general electorates","Regular Smoker",462
"Female","45–49 Years","Mangere","North Island general electorates","Regular Smoker",384
"Male","50–54 Years","Mangere","North Island general electorates","Regular Smoker",378
"Female","50–54 Years","Mangere","North Island general electorates","Regular Smoker",300
"Male","55–59 Years","Mangere","North Island general electorates","Regular Smoker",237
"Female","55–59 Years","Mangere","North Island general electorates","Regular Smoker",198
"Male","60–64 Years","Mangere","North Island general electorates","Regular Smoker",204
"Female","60–64 Years","Mangere","North Island general electorates","Regular Smoker",138
"Male","65–69 Years","Mangere","North Island general electorates","Regular Smoker",150
"Female","65–69 Years","Mangere","North Island general electorates","Regular Smoker",87
"Male","70–74 Years","Mangere","North Island general electorates","Regular Smoker",87
"Female","70–74 Years","Mangere","North Island general electorates","Regular Smoker",48
"Male","75–79 Years","Mangere","North Island general electorates","Regular Smoker",39
"Female","75–79 Years","Mangere","North Island general electorates","Regular Smoker",30
"Male","80–84 Years","Mangere","North Island general electorates","Regular Smoker",12
"Female","80–84 Years","Mangere","North Island general electorates","Regular Smoker",12
"Male","85 Years And Over","Mangere","North Island general electorates","Regular Smoker",6
"Female","85 Years And Over","Mangere","North Island general electorates","Regular Smoker",3
"Male","15–19 Years","Manukau East","North Island general electorates","Regular Smoker",264
"Female","15–19 Years","Manukau East","North Island general electorates","Regular Smoker",216
"Male","20–24 Years","Manukau East","North Island general electorates","Regular Smoker",567
"Female","20–24 Years","Manukau East","North Island general electorates","Regular Smoker",510
"Male","25–29 Years","Manukau East","North Island general electorates","Regular Smoker",570
"Female","25–29 Years","Manukau East","North Island general electorates","Regular Smoker",465
"Male","30–34 Years","Manukau East","North Island general electorates","Regular Smoker",471
"Female","30–34 Years","Manukau East","North Island general electorates","Regular Smoker",423
"Male","35–39 Years","Manukau East","North Island general electorates","Regular Smoker",450
"Female","35–39 Years","Manukau East","North Island general electorates","Regular Smoker",348
"Male","40–44 Years","Manukau East","North Island general electorates","Regular Smoker",477
"Female","40–44 Years","Manukau East","North Island general electorates","Regular Smoker",387
"Male","45–49 Years","Manukau East","North Island general electorates","Regular Smoker",462
"Female","45–49 Years","Manukau East","North Island general electorates","Regular Smoker",339
"Male","50–54 Years","Manukau East","North Island general electorates","Regular Smoker",423
"Female","50–54 Years","Manukau East","North Island general electorates","Regular Smoker",330
"Male","55–59 Years","Manukau East","North Island general electorates","Regular Smoker",309
"Female","55–59 Years","Manukau East","North Island general electorates","Regular Smoker",219
"Male","60–64 Years","Manukau East","North Island general electorates","Regular Smoker",222
"Female","60–64 Years","Manukau East","North Island general electorates","Regular Smoker",147
"Male","65–69 Years","Manukau East","North Island general electorates","Regular Smoker",159
"Female","65–69 Years","Manukau East","North Island general electorates","Regular Smoker",96
"Male","70–74 Years","Manukau East","North Island general electorates","Regular Smoker",69
"Female","70–74 Years","Manukau East","North Island general electorates","Regular Smoker",60
"Male","75–79 Years","Manukau East","North Island general electorates","Regular Smoker",30
"Female","75–79 Years","Manukau East","North Island general electorates","Regular Smoker",36
"Male","80–84 Years","Manukau East","North Island general electorates","Regular Smoker",21
"Female","80–84 Years","Manukau East","North Island general electorates","Regular Smoker",12
"Male","85 Years And Over","Manukau East","North Island general electorates","Regular Smoker",3
"Female","85 Years And Over","Manukau East","North Island general electorates","Regular Smoker",3
"Male","15–19 Years","Manurewa","North Island general electorates","Regular Smoker",336
"Female","15–19 Years","Manurewa","North Island general electorates","Regular Smoker",306
"Male","20–24 Years","Manurewa","North Island general electorates","Regular Smoker",699
"Female","20–24 Years","Manurewa","North Island general electorates","Regular Smoker",708
"Male","25–29 Years","Manurewa","North Island general electorates","Regular Smoker",630
