"level0","level1","level2","Years at usual residence","count"
"Female","75–79 Years","Te Tai Hauāuru","1 Year",12
"Male","80–84 Years","Te Tai Hauāuru","1 Year",3
"Female","80–84 Years","Te Tai Hauāuru","1 Year",6
"Male","85 Years And Over","Te Tai Hauāuru","1 Year",3
"Female","85 Years And Over","Te Tai Hauāuru","1 Year",6
"Male","0–4 Years","Te Tai Tokerau","1 Year",1053
"Female","0–4 Years","Te Tai Tokerau","1 Year",987
"Male","5–9 Years","Te Tai Tokerau","1 Year",417
"Female","5–9 Years","Te Tai Tokerau","1 Year",468
"Male","10–14 Years","Te Tai Tokerau","1 Year",360
"Female","10–14 Years","Te Tai Tokerau","1 Year",357
"Male","15–19 Years","Te Tai Tokerau","1 Year",279
"Female","15–19 Years","Te Tai Tokerau","1 Year",264
"Male","20–24 Years","Te Tai Tokerau","1 Year",258
"Female","20–24 Years","Te Tai Tokerau","1 Year",366
"Male","25–29 Years","Te Tai Tokerau","1 Year",249
"Female","25–29 Years","Te Tai Tokerau","1 Year",351
"Male","30–34 Years","Te Tai Tokerau","1 Year",219
"Female","30–34 Years","Te Tai Tokerau","1 Year",327
"Male","35–39 Years","Te Tai Tokerau","1 Year",237
"Female","35–39 Years","Te Tai Tokerau","1 Year",282
"Male","40–44 Years","Te Tai Tokerau","1 Year",198
"Female","40–44 Years","Te Tai Tokerau","1 Year",204
"Male","45–49 Years","Te Tai Tokerau","1 Year",156
"Female","45–49 Years","Te Tai Tokerau","1 Year",138
"Male","50–54 Years","Te Tai Tokerau","1 Year",111
"Female","50–54 Years","Te Tai Tokerau","1 Year",162
"Male","55–59 Years","Te Tai Tokerau","1 Year",69
"Female","55–59 Years","Te Tai Tokerau","1 Year",93
"Male","60–64 Years","Te Tai Tokerau","1 Year",54
"Female","60–64 Years","Te Tai Tokerau","1 Year",75
"Male","65–69 Years","Te Tai Tokerau","1 Year",45
"Female","65–69 Years","Te Tai Tokerau","1 Year",36
"Male","70–74 Years","Te Tai Tokerau","1 Year",24
"Female","70–74 Years","Te Tai Tokerau","1 Year",33
"Male","75–79 Years","Te Tai Tokerau","1 Year",9
"Female","75–79 Years","Te Tai Tokerau","1 Year",30
"Male","80–84 Years","Te Tai Tokerau","1 Year",6
"Female","80–84 Years","Te Tai Tokerau","1 Year",12
"Male","85 Years And Over","Te Tai Tokerau","1 Year",3
"Female","85 Years And Over","Te Tai Tokerau","1 Year",3
"Male","0–4 Years","Te Tai Tonga","1 Year",1299
"Female","0–4 Years","Te Tai Tonga","1 Year",1293
"Male","5–9 Years","Te Tai Tonga","1 Year",651
"Female","5–9 Years","Te Tai Tonga","1 Year",597
"Male","10–14 Years","Te Tai Tonga","1 Year",465
"Female","10–14 Years","Te Tai Tonga","1 Year",468
"Male","15–19 Years","Te Tai Tonga","1 Year",375
"Female","15–19 Years","Te Tai Tonga","1 Year",348
"Male","20–24 Years","Te Tai Tonga","1 Year",585
"Female","20–24 Years","Te Tai Tonga","1 Year",702
"Male","25–29 Years","Te Tai Tonga","1 Year",492
"Female","25–29 Years","Te Tai Tonga","1 Year",588
"Male","30–34 Years","Te Tai Tonga","1 Year",423
"Female","30–34 Years","Te Tai Tonga","1 Year",480
"Male","35–39 Years","Te Tai Tonga","1 Year",348
"Female","35–39 Years","Te Tai Tonga","1 Year",378
"Male","40–44 Years","Te Tai Tonga","1 Year",300
"Female","40–44 Years","Te Tai Tonga","1 Year",315
"Male","45–49 Years","Te Tai Tonga","1 Year",219
"Female","45–49 Years","Te Tai Tonga","1 Year",237
"Male","50–54 Years","Te Tai Tonga","1 Year",159
"Female","50–54 Years","Te Tai Tonga","1 Year",207
"Male","55–59 Years","Te Tai Tonga","1 Year",114
"Female","55–59 Years","Te Tai Tonga","1 Year",132
"Male","60–64 Years","Te Tai Tonga","1 Year",84
"Female","60–64 Years","Te Tai Tonga","1 Year",84
"Male","65–69 Years","Te Tai Tonga","1 Year",45
"Female","65–69 Years","Te Tai Tonga","1 Year",39
"Male","70–74 Years","Te Tai Tonga","1 Year",21
"Female","70–74 Years","Te Tai Tonga","1 Year",24
"Male","75–79 Years","Te Tai Tonga","1 Year",18
"Female","75–79 Years","Te Tai Tonga","1 Year",15
"Male","80–84 Years","Te Tai Tonga","1 Year",6
"Female","80–84 Years","Te Tai Tonga","1 Year",9
"Male","85 Years And Over","Te Tai Tonga","1 Year",0
"Female","85 Years And Over","Te Tai Tonga","1 Year",6
"Male","0–4 Years","Waiariki","1 Year",819
"Female","0–4 Years","Waiariki","1 Year",756
"Male","5–9 Years","Waiariki","1 Year",420
"Female","5–9 Years","Waiariki","1 Year",444
"Male","10–14 Years","Waiariki","1 Year",315
"Female","10–14 Years","Waiariki","1 Year",306
"Male","15–19 Years","Waiariki","1 Year",246
"Female","15–19 Years","Waiariki","1 Year",243
"Male","20–24 Years","Waiariki","1 Year",237
"Female","20–24 Years","Waiariki","1 Year",297
"Male","25–29 Years","Waiariki","1 Year",243
"Female","25–29 Years","Waiariki","1 Year",327
"Male","30–34 Years","Waiariki","1 Year",180
"Female","30–34 Years","Waiariki","1 Year",264
"Male","35–39 Years","Waiariki","1 Year",183
"Female","35–39 Years","Waiariki","1 Year",219
"Male","40–44 Years","Waiariki","1 Year",156
"Female","40–44 Years","Waiariki","1 Year",210
"Male","45–49 Years","Waiariki","1 Year",126
"Female","45–49 Years","Waiariki","1 Year",138
"Male","50–54 Years","Waiariki","1 Year",102
"Female","50–54 Years","Waiariki","1 Year",126
"Male","55–59 Years","Waiariki","1 Year",66
"Female","55–59 Years","Waiariki","1 Year",114
"Male","60–64 Years","Waiariki","1 Year",45
"Female","60–64 Years","Waiariki","1 Year",60
"Male","65–69 Years","Waiariki","1 Year",30
"Female","65–69 Years","Waiariki","1 Year",36
"Male","70–74 Years","Waiariki","1 Year",18
"Female","70–74 Years","Waiariki","1 Year",27
"Male","75–79 Years","Waiariki","1 Year",12
"Female","75–79 Years","Waiariki","1 Year",15
"Male","80–84 Years","Waiariki","1 Year",3
"Female","80–84 Years","Waiariki","1 Year",15
"Male","85 Years And Over","Waiariki","1 Year",3
"Female","85 Years And Over","Waiariki","1 Year",3
"Male","0–4 Years","Area Outside Māori Electorate","1 Year",NA
"Female","0–4 Years","Area Outside Māori Electorate","1 Year",NA
"Male","5–9 Years","Area Outside Māori Electorate","1 Year",NA
"Female","5–9 Years","Area Outside Māori Electorate","1 Year",NA
"Male","10–14 Years","Area Outside Māori Electorate","1 Year",NA
"Female","10–14 Years","Area Outside Māori Electorate","1 Year",NA
"Male","15–19 Years","Area Outside Māori Electorate","1 Year",NA
"Female","15–19 Years","Area Outside Māori Electorate","1 Year",NA
"Male","20–24 Years","Area Outside Māori Electorate","1 Year",NA
"Female","20–24 Years","Area Outside Māori Electorate","1 Year",NA
"Male","25–29 Years","Area Outside Māori Electorate","1 Year",NA
"Female","25–29 Years","Area Outside Māori Electorate","1 Year",NA
"Male","30–34 Years","Area Outside Māori Electorate","1 Year",NA
"Female","30–34 Years","Area Outside Māori Electorate","1 Year",NA
"Male","35–39 Years","Area Outside Māori Electorate","1 Year",NA
"Female","35–39 Years","Area Outside Māori Electorate","1 Year",NA
"Male","40–44 Years","Area Outside Māori Electorate","1 Year",NA
"Female","40–44 Years","Area Outside Māori Electorate","1 Year",NA
"Male","45–49 Years","Area Outside Māori Electorate","1 Year",NA
"Female","45–49 Years","Area Outside Māori Electorate","1 Year",NA
"Male","50–54 Years","Area Outside Māori Electorate","1 Year",NA
"Female","50–54 Years","Area Outside Māori Electorate","1 Year",NA
"Male","55–59 Years","Area Outside Māori Electorate","1 Year",NA
"Female","55–59 Years","Area Outside Māori Electorate","1 Year",NA
"Male","60–64 Years","Area Outside Māori Electorate","1 Year",NA
"Female","60–64 Years","Area Outside Māori Electorate","1 Year",NA
"Male","65–69 Years","Area Outside Māori Electorate","1 Year",NA
"Female","65–69 Years","Area Outside Māori Electorate","1 Year",NA
"Male","70–74 Years","Area Outside Māori Electorate","1 Year",NA
"Female","70–74 Years","Area Outside Māori Electorate","1 Year",NA
"Male","75–79 Years","Area Outside Māori Electorate","1 Year",NA
"Female","75–79 Years","Area Outside Māori Electorate","1 Year",NA
"Male","80–84 Years","Area Outside Māori Electorate","1 Year",NA
"Female","80–84 Years","Area Outside Māori Electorate","1 Year",NA
"Male","85 Years And Over","Area Outside Māori Electorate","1 Year",NA
"Female","85 Years And Over","Area Outside Māori Electorate","1 Year",NA
"Male","0–4 Years","Hauraki-Waikato","2 Years",963
"Female","0–4 Years","Hauraki-Waikato","2 Years",870
"Male","5–9 Years","Hauraki-Waikato","2 Years",687
"Female","5–9 Years","Hauraki-Waikato","2 Years",696
"Male","10–14 Years","Hauraki-Waikato","2 Years",573
"Female","10–14 Years","Hauraki-Waikato","2 Years",573
"Male","15–19 Years","Hauraki-Waikato","2 Years",366
"Female","15–19 Years","Hauraki-Waikato","2 Years",393
"Male","20–24 Years","Hauraki-Waikato","2 Years",348
"Female","20–24 Years","Hauraki-Waikato","2 Years",423
"Male","25–29 Years","Hauraki-Waikato","2 Years",354
"Female","25–29 Years","Hauraki-Waikato","2 Years",492
"Male","30–34 Years","Hauraki-Waikato","2 Years",324
"Female","30–34 Years","Hauraki-Waikato","2 Years",411
"Male","35–39 Years","Hauraki-Waikato","2 Years",321
"Female","35–39 Years","Hauraki-Waikato","2 Years",402
"Male","40–44 Years","Hauraki-Waikato","2 Years",273
"Female","40–44 Years","Hauraki-Waikato","2 Years",351
"Male","45–49 Years","Hauraki-Waikato","2 Years",216
"Female","45–49 Years","Hauraki-Waikato","2 Years",267
"Male","50–54 Years","Hauraki-Waikato","2 Years",204
"Female","50–54 Years","Hauraki-Waikato","2 Years",192
"Male","55–59 Years","Hauraki-Waikato","2 Years",144
"Female","55–59 Years","Hauraki-Waikato","2 Years",129
"Male","60–64 Years","Hauraki-Waikato","2 Years",81
"Female","60–64 Years","Hauraki-Waikato","2 Years",93
"Male","65–69 Years","Hauraki-Waikato","2 Years",66
"Female","65–69 Years","Hauraki-Waikato","2 Years",66
"Male","70–74 Years","Hauraki-Waikato","2 Years",30
"Female","70–74 Years","Hauraki-Waikato","2 Years",36
"Male","75–79 Years","Hauraki-Waikato","2 Years",12
"Female","75–79 Years","Hauraki-Waikato","2 Years",12
"Male","80–84 Years","Hauraki-Waikato","2 Years",9
"Female","80–84 Years","Hauraki-Waikato","2 Years",15
"Male","85 Years And Over","Hauraki-Waikato","2 Years",3
"Female","85 Years And Over","Hauraki-Waikato","2 Years",12
"Male","0–4 Years","Ikaroa-Rāwhiti","2 Years",786
"Female","0–4 Years","Ikaroa-Rāwhiti","2 Years",816
"Male","5–9 Years","Ikaroa-Rāwhiti","2 Years",603
"Female","5–9 Years","Ikaroa-Rāwhiti","2 Years",582
"Male","10–14 Years","Ikaroa-Rāwhiti","2 Years",459
"Female","10–14 Years","Ikaroa-Rāwhiti","2 Years",477
"Male","15–19 Years","Ikaroa-Rāwhiti","2 Years",321
"Female","15–19 Years","Ikaroa-Rāwhiti","2 Years",345
"Male","20–24 Years","Ikaroa-Rāwhiti","2 Years",273
"Female","20–24 Years","Ikaroa-Rāwhiti","2 Years",354
"Male","25–29 Years","Ikaroa-Rāwhiti","2 Years",255
"Female","25–29 Years","Ikaroa-Rāwhiti","2 Years",408
"Male","30–34 Years","Ikaroa-Rāwhiti","2 Years",267
"Female","30–34 Years","Ikaroa-Rāwhiti","2 Years",372
"Male","35–39 Years","Ikaroa-Rāwhiti","2 Years",243
"Female","35–39 Years","Ikaroa-Rāwhiti","2 Years",315
"Male","40–44 Years","Ikaroa-Rāwhiti","2 Years",231
"Female","40–44 Years","Ikaroa-Rāwhiti","2 Years",273
"Male","45–49 Years","Ikaroa-Rāwhiti","2 Years",198
"Female","45–49 Years","Ikaroa-Rāwhiti","2 Years",219
"Male","50–54 Years","Ikaroa-Rāwhiti","2 Years",153
"Female","50–54 Years","Ikaroa-Rāwhiti","2 Years",186
"Male","55–59 Years","Ikaroa-Rāwhiti","2 Years",87
"Female","55–59 Years","Ikaroa-Rāwhiti","2 Years",138
"Male","60–64 Years","Ikaroa-Rāwhiti","2 Years",87
"Female","60–64 Years","Ikaroa-Rāwhiti","2 Years",87
"Male","65–69 Years","Ikaroa-Rāwhiti","2 Years",48
"Female","65–69 Years","Ikaroa-Rāwhiti","2 Years",45
"Male","70–74 Years","Ikaroa-Rāwhiti","2 Years",24
"Female","70–74 Years","Ikaroa-Rāwhiti","2 Years",33
"Male","75–79 Years","Ikaroa-Rāwhiti","2 Years",18
"Female","75–79 Years","Ikaroa-Rāwhiti","2 Years",6
"Male","80–84 Years","Ikaroa-Rāwhiti","2 Years",9
"Female","80–84 Years","Ikaroa-Rāwhiti","2 Years",12
"Male","85 Years And Over","Ikaroa-Rāwhiti","2 Years",3
"Female","85 Years And Over","Ikaroa-Rāwhiti","2 Years",15
"Male","0–4 Years","Tāmaki Makaurau","2 Years",873
"Female","0–4 Years","Tāmaki Makaurau","2 Years",810
"Male","5–9 Years","Tāmaki Makaurau","2 Years",519
"Female","5–9 Years","Tāmaki Makaurau","2 Years",543
"Male","10–14 Years","Tāmaki Makaurau","2 Years",417
"Female","10–14 Years","Tāmaki Makaurau","2 Years",351
"Male","15–19 Years","Tāmaki Makaurau","2 Years",357
"Female","15–19 Years","Tāmaki Makaurau","2 Years",327
"Male","20–24 Years","Tāmaki Makaurau","2 Years",303
"Female","20–24 Years","Tāmaki Makaurau","2 Years",408
"Male","25–29 Years","Tāmaki Makaurau","2 Years",306
"Female","25–29 Years","Tāmaki Makaurau","2 Years",459
"Male","30–34 Years","Tāmaki Makaurau","2 Years",321
"Female","30–34 Years","Tāmaki Makaurau","2 Years",414
"Male","35–39 Years","Tāmaki Makaurau","2 Years",315
"Female","35–39 Years","Tāmaki Makaurau","2 Years",384
"Male","40–44 Years","Tāmaki Makaurau","2 Years",258
"Female","40–44 Years","Tāmaki Makaurau","2 Years",297
"Male","45–49 Years","Tāmaki Makaurau","2 Years",210
"Female","45–49 Years","Tāmaki Makaurau","2 Years",204
"Male","50–54 Years","Tāmaki Makaurau","2 Years",171
"Female","50–54 Years","Tāmaki Makaurau","2 Years",195
"Male","55–59 Years","Tāmaki Makaurau","2 Years",102
"Female","55–59 Years","Tāmaki Makaurau","2 Years",111
"Male","60–64 Years","Tāmaki Makaurau","2 Years",75
"Female","60–64 Years","Tāmaki Makaurau","2 Years",84
"Male","65–69 Years","Tāmaki Makaurau","2 Years",45
"Female","65–69 Years","Tāmaki Makaurau","2 Years",57
"Male","70–74 Years","Tāmaki Makaurau","2 Years",18
"Female","70–74 Years","Tāmaki Makaurau","2 Years",36
"Male","75–79 Years","Tāmaki Makaurau","2 Years",12
"Female","75–79 Years","Tāmaki Makaurau","2 Years",12
"Male","80–84 Years","Tāmaki Makaurau","2 Years",6
"Female","80–84 Years","Tāmaki Makaurau","2 Years",6
"Male","85 Years And Over","Tāmaki Makaurau","2 Years",3
"Female","85 Years And Over","Tāmaki Makaurau","2 Years",12
"Male","0–4 Years","Te Tai Hauāuru","2 Years",984
"Female","0–4 Years","Te Tai Hauāuru","2 Years",933
"Male","5–9 Years","Te Tai Hauāuru","2 Years",690
"Female","5–9 Years","Te Tai Hauāuru","2 Years",642
"Male","10–14 Years","Te Tai Hauāuru","2 Years",579
"Female","10–14 Years","Te Tai Hauāuru","2 Years",537
"Male","15–19 Years","Te Tai Hauāuru","2 Years",399
"Female","15–19 Years","Te Tai Hauāuru","2 Years",390
"Male","20–24 Years","Te Tai Hauāuru","2 Years",330
"Female","20–24 Years","Te Tai Hauāuru","2 Years",393
"Male","25–29 Years","Te Tai Hauāuru","2 Years",330
"Female","25–29 Years","Te Tai Hauāuru","2 Years",477
"Male","30–34 Years","Te Tai Hauāuru","2 Years",330
"Female","30–34 Years","Te Tai Hauāuru","2 Years",393
"Male","35–39 Years","Te Tai Hauāuru","2 Years",306
"Female","35–39 Years","Te Tai Hauāuru","2 Years",408
"Male","40–44 Years","Te Tai Hauāuru","2 Years",276
"Female","40–44 Years","Te Tai Hauāuru","2 Years",369
"Male","45–49 Years","Te Tai Hauāuru","2 Years",228
"Female","45–49 Years","Te Tai Hauāuru","2 Years",246
"Male","50–54 Years","Te Tai Hauāuru","2 Years",219
"Female","50–54 Years","Te Tai Hauāuru","2 Years",207
"Male","55–59 Years","Te Tai Hauāuru","2 Years",117
"Female","55–59 Years","Te Tai Hauāuru","2 Years",147
"Male","60–64 Years","Te Tai Hauāuru","2 Years",72
"Female","60–64 Years","Te Tai Hauāuru","2 Years",105
"Male","65–69 Years","Te Tai Hauāuru","2 Years",30
"Female","65–69 Years","Te Tai Hauāuru","2 Years",66
"Male","70–74 Years","Te Tai Hauāuru","2 Years",42
"Female","70–74 Years","Te Tai Hauāuru","2 Years",39
"Male","75–79 Years","Te Tai Hauāuru","2 Years",24
"Female","75–79 Years","Te Tai Hauāuru","2 Years",21
"Male","80–84 Years","Te Tai Hauāuru","2 Years",6
"Female","80–84 Years","Te Tai Hauāuru","2 Years",15
"Male","85 Years And Over","Te Tai Hauāuru","2 Years",6
"Female","85 Years And Over","Te Tai Hauāuru","2 Years",9
"Male","0–4 Years","Te Tai Tokerau","2 Years",984
"Female","0–4 Years","Te Tai Tokerau","2 Years",915
"Male","5–9 Years","Te Tai Tokerau","2 Years",678
"Female","5–9 Years","Te Tai Tokerau","2 Years",648
"Male","10–14 Years","Te Tai Tokerau","2 Years",531
"Female","10–14 Years","Te Tai Tokerau","2 Years",501
"Male","15–19 Years","Te Tai Tokerau","2 Years",372
"Female","15–19 Years","Te Tai Tokerau","2 Years",336
"Male","20–24 Years","Te Tai Tokerau","2 Years",318
"Female","20–24 Years","Te Tai Tokerau","2 Years",375
"Male","25–29 Years","Te Tai Tokerau","2 Years",288
"Female","25–29 Years","Te Tai Tokerau","2 Years",447
"Male","30–34 Years","Te Tai Tokerau","2 Years",345
"Female","30–34 Years","Te Tai Tokerau","2 Years",432
"Male","35–39 Years","Te Tai Tokerau","2 Years",312
"Female","35–39 Years","Te Tai Tokerau","2 Years",372
"Male","40–44 Years","Te Tai Tokerau","2 Years",309
"Female","40–44 Years","Te Tai Tokerau","2 Years",336
"Male","45–49 Years","Te Tai Tokerau","2 Years",225
"Female","45–49 Years","Te Tai Tokerau","2 Years",261
"Male","50–54 Years","Te Tai Tokerau","2 Years",201
"Female","50–54 Years","Te Tai Tokerau","2 Years",225
"Male","55–59 Years","Te Tai Tokerau","2 Years",117
"Female","55–59 Years","Te Tai Tokerau","2 Years",135
"Male","60–64 Years","Te Tai Tokerau","2 Years",96
"Female","60–64 Years","Te Tai Tokerau","2 Years",102
"Male","65–69 Years","Te Tai Tokerau","2 Years",72
"Female","65–69 Years","Te Tai Tokerau","2 Years",66
"Male","70–74 Years","Te Tai Tokerau","2 Years",33
"Female","70–74 Years","Te Tai Tokerau","2 Years",54
"Male","75–79 Years","Te Tai Tokerau","2 Years",24
"Female","75–79 Years","Te Tai Tokerau","2 Years",24
"Male","80–84 Years","Te Tai Tokerau","2 Years",9
"Female","80–84 Years","Te Tai Tokerau","2 Years",21
"Male","85 Years And Over","Te Tai Tokerau","2 Years",3
"Female","85 Years And Over","Te Tai Tokerau","2 Years",9
"Male","0–4 Years","Te Tai Tonga","2 Years",1200
"Female","0–4 Years","Te Tai Tonga","2 Years",1074
"Male","5–9 Years","Te Tai Tonga","2 Years",765
"Female","5–9 Years","Te Tai Tonga","2 Years",759
