"level0","level1","level2","level3","Work and labour force status(1)","count"
"Male","20–24 Years","Mana","North Island general electorates","Employed Full-time",978
"Female","20–24 Years","Mana","North Island general electorates","Employed Full-time",774
"Male","25–29 Years","Mana","North Island general electorates","Employed Full-time",1053
"Female","25–29 Years","Mana","North Island general electorates","Employed Full-time",813
"Male","30–34 Years","Mana","North Island general electorates","Employed Full-time",1347
"Female","30–34 Years","Mana","North Island general electorates","Employed Full-time",1002
"Male","35–39 Years","Mana","North Island general electorates","Employed Full-time",1662
"Female","35–39 Years","Mana","North Island general electorates","Employed Full-time",1158
"Male","40–44 Years","Mana","North Island general electorates","Employed Full-time",1929
"Female","40–44 Years","Mana","North Island general electorates","Employed Full-time",1467
"Male","45–49 Years","Mana","North Island general electorates","Employed Full-time",1872
"Female","45–49 Years","Mana","North Island general electorates","Employed Full-time",1482
"Male","50–54 Years","Mana","North Island general electorates","Employed Full-time",1662
"Female","50–54 Years","Mana","North Island general electorates","Employed Full-time",1497
"Male","55–59 Years","Mana","North Island general electorates","Employed Full-time",1416
"Female","55–59 Years","Mana","North Island general electorates","Employed Full-time",1158
"Male","60–64 Years","Mana","North Island general electorates","Employed Full-time",1062
"Female","60–64 Years","Mana","North Island general electorates","Employed Full-time",786
"Male","65–69 Years","Mana","North Island general electorates","Employed Full-time",477
"Female","65–69 Years","Mana","North Island general electorates","Employed Full-time",276
"Male","70–74 Years","Mana","North Island general electorates","Employed Full-time",123
"Female","70–74 Years","Mana","North Island general electorates","Employed Full-time",69
"Male","75–79 Years","Mana","North Island general electorates","Employed Full-time",21
"Female","75–79 Years","Mana","North Island general electorates","Employed Full-time",6
"Male","80–84 Years","Mana","North Island general electorates","Employed Full-time",6
"Female","80–84 Years","Mana","North Island general electorates","Employed Full-time",3
"Male","85 Years And Over","Mana","North Island general electorates","Employed Full-time",6
"Female","85 Years And Over","Mana","North Island general electorates","Employed Full-time",0
"Male","15–19 Years","Mangere","North Island general electorates","Employed Full-time",300
"Female","15–19 Years","Mangere","North Island general electorates","Employed Full-time",138
"Male","20–24 Years","Mangere","North Island general electorates","Employed Full-time",1188
"Female","20–24 Years","Mangere","North Island general electorates","Employed Full-time",783
"Male","25–29 Years","Mangere","North Island general electorates","Employed Full-time",1242
"Female","25–29 Years","Mangere","North Island general electorates","Employed Full-time",999
"Male","30–34 Years","Mangere","North Island general electorates","Employed Full-time",1245
"Female","30–34 Years","Mangere","North Island general electorates","Employed Full-time",957
"Male","35–39 Years","Mangere","North Island general electorates","Employed Full-time",1167
"Female","35–39 Years","Mangere","North Island general electorates","Employed Full-time",930
"Male","40–44 Years","Mangere","North Island general electorates","Employed Full-time",1248
"Female","40–44 Years","Mangere","North Island general electorates","Employed Full-time",1017
"Male","45–49 Years","Mangere","North Island general electorates","Employed Full-time",1221
"Female","45–49 Years","Mangere","North Island general electorates","Employed Full-time",993
"Male","50–54 Years","Mangere","North Island general electorates","Employed Full-time",978
"Female","50–54 Years","Mangere","North Island general electorates","Employed Full-time",810
"Male","55–59 Years","Mangere","North Island general electorates","Employed Full-time",738
"Female","55–59 Years","Mangere","North Island general electorates","Employed Full-time",576
"Male","60–64 Years","Mangere","North Island general electorates","Employed Full-time",528
"Female","60–64 Years","Mangere","North Island general electorates","Employed Full-time",384
"Male","65–69 Years","Mangere","North Island general electorates","Employed Full-time",234
"Female","65–69 Years","Mangere","North Island general electorates","Employed Full-time",147
"Male","70–74 Years","Mangere","North Island general electorates","Employed Full-time",78
"Female","70–74 Years","Mangere","North Island general electorates","Employed Full-time",39
"Male","75–79 Years","Mangere","North Island general electorates","Employed Full-time",9
"Female","75–79 Years","Mangere","North Island general electorates","Employed Full-time",6
"Male","80–84 Years","Mangere","North Island general electorates","Employed Full-time",0
"Female","80–84 Years","Mangere","North Island general electorates","Employed Full-time",0
"Male","85 Years And Over","Mangere","North Island general electorates","Employed Full-time",0
"Female","85 Years And Over","Mangere","North Island general electorates","Employed Full-time",0
"Male","15–19 Years","Manukau East","North Island general electorates","Employed Full-time",246
"Female","15–19 Years","Manukau East","North Island general electorates","Employed Full-time",117
"Male","20–24 Years","Manukau East","North Island general electorates","Employed Full-time",1209
"Female","20–24 Years","Manukau East","North Island general electorates","Employed Full-time",867
"Male","25–29 Years","Manukau East","North Island general electorates","Employed Full-time",1425
"Female","25–29 Years","Manukau East","North Island general electorates","Employed Full-time",1050
"Male","30–34 Years","Manukau East","North Island general electorates","Employed Full-time",1392
"Female","30–34 Years","Manukau East","North Island general electorates","Employed Full-time",1011
"Male","35–39 Years","Manukau East","North Island general electorates","Employed Full-time",1236
"Female","35–39 Years","Manukau East","North Island general electorates","Employed Full-time",936
"Male","40–44 Years","Manukau East","North Island general electorates","Employed Full-time",1284
"Female","40–44 Years","Manukau East","North Island general electorates","Employed Full-time",990
"Male","45–49 Years","Manukau East","North Island general electorates","Employed Full-time",1182
