"level0","level1","level2","Total personal income(1)","count"
"Female","15–19 Years","Hauraki-Waikato","$1–$5,000",1029
"Male","20–24 Years","Hauraki-Waikato","$1–$5,000",327
"Female","20–24 Years","Hauraki-Waikato","$1–$5,000",471
"Male","25–29 Years","Hauraki-Waikato","$1–$5,000",126
"Female","25–29 Years","Hauraki-Waikato","$1–$5,000",216
"Male","30–34 Years","Hauraki-Waikato","$1–$5,000",90
"Female","30–34 Years","Hauraki-Waikato","$1–$5,000",162
"Male","35–39 Years","Hauraki-Waikato","$1–$5,000",75
"Female","35–39 Years","Hauraki-Waikato","$1–$5,000",144
"Male","40–44 Years","Hauraki-Waikato","$1–$5,000",60
"Female","40–44 Years","Hauraki-Waikato","$1–$5,000",138
"Male","45–49 Years","Hauraki-Waikato","$1–$5,000",60
"Female","45–49 Years","Hauraki-Waikato","$1–$5,000",114
"Male","50–54 Years","Hauraki-Waikato","$1–$5,000",57
"Female","50–54 Years","Hauraki-Waikato","$1–$5,000",93
"Male","55–59 Years","Hauraki-Waikato","$1–$5,000",42
"Female","55–59 Years","Hauraki-Waikato","$1–$5,000",75
"Male","60–64 Years","Hauraki-Waikato","$1–$5,000",36
"Female","60–64 Years","Hauraki-Waikato","$1–$5,000",51
"Male","65–69 Years","Hauraki-Waikato","$1–$5,000",12
"Female","65–69 Years","Hauraki-Waikato","$1–$5,000",21
"Male","70–74 Years","Hauraki-Waikato","$1–$5,000",3
"Female","70–74 Years","Hauraki-Waikato","$1–$5,000",15
"Male","75–79 Years","Hauraki-Waikato","$1–$5,000",6
"Female","75–79 Years","Hauraki-Waikato","$1–$5,000",9
"Male","80–84 Years","Hauraki-Waikato","$1–$5,000",3
"Female","80–84 Years","Hauraki-Waikato","$1–$5,000",3
"Male","85 Years And Over","Hauraki-Waikato","$1–$5,000",0
"Female","85 Years And Over","Hauraki-Waikato","$1–$5,000",3
"Male","15–19 Years","Ikaroa-Rāwhiti","$1–$5,000",894
"Female","15–19 Years","Ikaroa-Rāwhiti","$1–$5,000",981
"Male","20–24 Years","Ikaroa-Rāwhiti","$1–$5,000",279
"Female","20–24 Years","Ikaroa-Rāwhiti","$1–$5,000",381
"Male","25–29 Years","Ikaroa-Rāwhiti","$1–$5,000",96
"Female","25–29 Years","Ikaroa-Rāwhiti","$1–$5,000",222
"Male","30–34 Years","Ikaroa-Rāwhiti","$1–$5,000",63
"Female","30–34 Years","Ikaroa-Rāwhiti","$1–$5,000",129
"Male","35–39 Years","Ikaroa-Rāwhiti","$1–$5,000",66
"Female","35–39 Years","Ikaroa-Rāwhiti","$1–$5,000",129
"Male","40–44 Years","Ikaroa-Rāwhiti","$1–$5,000",66
"Female","40–44 Years","Ikaroa-Rāwhiti","$1–$5,000",138
"Male","45–49 Years","Ikaroa-Rāwhiti","$1–$5,000",69
"Female","45–49 Years","Ikaroa-Rāwhiti","$1–$5,000",99
"Male","50–54 Years","Ikaroa-Rāwhiti","$1–$5,000",51
"Female","50–54 Years","Ikaroa-Rāwhiti","$1–$5,000",99
"Male","55–59 Years","Ikaroa-Rāwhiti","$1–$5,000",51
"Female","55–59 Years","Ikaroa-Rāwhiti","$1–$5,000",84
"Male","60–64 Years","Ikaroa-Rāwhiti","$1–$5,000",42
"Female","60–64 Years","Ikaroa-Rāwhiti","$1–$5,000",57
"Male","65–69 Years","Ikaroa-Rāwhiti","$1–$5,000",9
"Female","65–69 Years","Ikaroa-Rāwhiti","$1–$5,000",30
"Male","70–74 Years","Ikaroa-Rāwhiti","$1–$5,000",12
"Female","70–74 Years","Ikaroa-Rāwhiti","$1–$5,000",9
"Male","75–79 Years","Ikaroa-Rāwhiti","$1–$5,000",6
"Female","75–79 Years","Ikaroa-Rāwhiti","$1–$5,000",9
"Male","80–84 Years","Ikaroa-Rāwhiti","$1–$5,000",6
"Female","80–84 Years","Ikaroa-Rāwhiti","$1–$5,000",6
"Male","85 Years And Over","Ikaroa-Rāwhiti","$1–$5,000",3
"Female","85 Years And Over","Ikaroa-Rāwhiti","$1–$5,000",9
"Male","15–19 Years","Tāmaki Makaurau","$1–$5,000",888
"Female","15–19 Years","Tāmaki Makaurau","$1–$5,000",1047
"Male","20–24 Years","Tāmaki Makaurau","$1–$5,000",381
"Female","20–24 Years","Tāmaki Makaurau","$1–$5,000",573
"Male","25–29 Years","Tāmaki Makaurau","$1–$5,000",150
"Female","25–29 Years","Tāmaki Makaurau","$1–$5,000",201
"Male","30–34 Years","Tāmaki Makaurau","$1–$5,000",90
"Female","30–34 Years","Tāmaki Makaurau","$1–$5,000",144
"Male","35–39 Years","Tāmaki Makaurau","$1–$5,000",69
"Female","35–39 Years","Tāmaki Makaurau","$1–$5,000",120
"Male","40–44 Years","Tāmaki Makaurau","$1–$5,000",90
"Female","40–44 Years","Tāmaki Makaurau","$1–$5,000",111
"Male","45–49 Years","Tāmaki Makaurau","$1–$5,000",54
"Female","45–49 Years","Tāmaki Makaurau","$1–$5,000",108
"Male","50–54 Years","Tāmaki Makaurau","$1–$5,000",45
"Female","50–54 Years","Tāmaki Makaurau","$1–$5,000",84
"Male","55–59 Years","Tāmaki Makaurau","$1–$5,000",33
"Female","55–59 Years","Tāmaki Makaurau","$1–$5,000",72
"Male","60–64 Years","Tāmaki Makaurau","$1–$5,000",36
"Female","60–64 Years","Tāmaki Makaurau","$1–$5,000",54
"Male","65–69 Years","Tāmaki Makaurau","$1–$5,000",6
"Female","65–69 Years","Tāmaki Makaurau","$1–$5,000",18
"Male","70–74 Years","Tāmaki Makaurau","$1–$5,000",15
"Female","70–74 Years","Tāmaki Makaurau","$1–$5,000",15
"Male","75–79 Years","Tāmaki Makaurau","$1–$5,000",6
"Female","75–79 Years","Tāmaki Makaurau","$1–$5,000",9
"Male","80–84 Years","Tāmaki Makaurau","$1–$5,000",3
"Female","80–84 Years","Tāmaki Makaurau","$1–$5,000",3
"Male","85 Years And Over","Tāmaki Makaurau","$1–$5,000",0
"Female","85 Years And Over","Tāmaki Makaurau","$1–$5,000",6
"Male","15–19 Years","Te Tai Hauāuru","$1–$5,000",897
"Female","15–19 Years","Te Tai Hauāuru","$1–$5,000",1128
"Male","20–24 Years","Te Tai Hauāuru","$1–$5,000",294
"Female","20–24 Years","Te Tai Hauāuru","$1–$5,000",429
"Male","25–29 Years","Te Tai Hauāuru","$1–$5,000",102
"Female","25–29 Years","Te Tai Hauāuru","$1–$5,000",201
"Male","30–34 Years","Te Tai Hauāuru","$1–$5,000",72
"Female","30–34 Years","Te Tai Hauāuru","$1–$5,000",144
"Male","35–39 Years","Te Tai Hauāuru","$1–$5,000",60
"Female","35–39 Years","Te Tai Hauāuru","$1–$5,000",150
"Male","40–44 Years","Te Tai Hauāuru","$1–$5,000",63
"Female","40–44 Years","Te Tai Hauāuru","$1–$5,000",144
"Male","45–49 Years","Te Tai Hauāuru","$1–$5,000",69
"Female","45–49 Years","Te Tai Hauāuru","$1–$5,000",102
"Male","50–54 Years","Te Tai Hauāuru","$1–$5,000",69
"Female","50–54 Years","Te Tai Hauāuru","$1–$5,000",87
"Male","55–59 Years","Te Tai Hauāuru","$1–$5,000",39
"Female","55–59 Years","Te Tai Hauāuru","$1–$5,000",81
"Male","60–64 Years","Te Tai Hauāuru","$1–$5,000",24
"Female","60–64 Years","Te Tai Hauāuru","$1–$5,000",75
"Male","65–69 Years","Te Tai Hauāuru","$1–$5,000",12
"Female","65–69 Years","Te Tai Hauāuru","$1–$5,000",30
"Male","70–74 Years","Te Tai Hauāuru","$1–$5,000",6
"Female","70–74 Years","Te Tai Hauāuru","$1–$5,000",12
"Male","75–79 Years","Te Tai Hauāuru","$1–$5,000",3
"Female","75–79 Years","Te Tai Hauāuru","$1–$5,000",9
"Male","80–84 Years","Te Tai Hauāuru","$1–$5,000",3
"Female","80–84 Years","Te Tai Hauāuru","$1–$5,000",3
"Male","85 Years And Over","Te Tai Hauāuru","$1–$5,000",0
"Female","85 Years And Over","Te Tai Hauāuru","$1–$5,000",3
"Male","15–19 Years","Te Tai Tokerau","$1–$5,000",921
"Female","15–19 Years","Te Tai Tokerau","$1–$5,000",990
"Male","20–24 Years","Te Tai Tokerau","$1–$5,000",291
"Female","20–24 Years","Te Tai Tokerau","$1–$5,000",423
"Male","25–29 Years","Te Tai Tokerau","$1–$5,000",102
"Female","25–29 Years","Te Tai Tokerau","$1–$5,000",195
"Male","30–34 Years","Te Tai Tokerau","$1–$5,000",69
"Female","30–34 Years","Te Tai Tokerau","$1–$5,000",156
"Male","35–39 Years","Te Tai Tokerau","$1–$5,000",75
"Female","35–39 Years","Te Tai Tokerau","$1–$5,000",156
"Male","40–44 Years","Te Tai Tokerau","$1–$5,000",78
"Female","40–44 Years","Te Tai Tokerau","$1–$5,000",117
"Male","45–49 Years","Te Tai Tokerau","$1–$5,000",84
"Female","45–49 Years","Te Tai Tokerau","$1–$5,000",117
"Male","50–54 Years","Te Tai Tokerau","$1–$5,000",87
"Female","50–54 Years","Te Tai Tokerau","$1–$5,000",111
"Male","55–59 Years","Te Tai Tokerau","$1–$5,000",42
"Female","55–59 Years","Te Tai Tokerau","$1–$5,000",81
"Male","60–64 Years","Te Tai Tokerau","$1–$5,000",33
"Female","60–64 Years","Te Tai Tokerau","$1–$5,000",63
"Male","65–69 Years","Te Tai Tokerau","$1–$5,000",15
"Female","65–69 Years","Te Tai Tokerau","$1–$5,000",24
"Male","70–74 Years","Te Tai Tokerau","$1–$5,000",9
"Female","70–74 Years","Te Tai Tokerau","$1–$5,000",12
"Male","75–79 Years","Te Tai Tokerau","$1–$5,000",6
"Female","75–79 Years","Te Tai Tokerau","$1–$5,000",6
"Male","80–84 Years","Te Tai Tokerau","$1–$5,000",0
"Female","80–84 Years","Te Tai Tokerau","$1–$5,000",6
"Male","85 Years And Over","Te Tai Tokerau","$1–$5,000",0
"Female","85 Years And Over","Te Tai Tokerau","$1–$5,000",6
"Male","15–19 Years","Te Tai Tonga","$1–$5,000",1545
"Female","15–19 Years","Te Tai Tonga","$1–$5,000",1860
"Male","20–24 Years","Te Tai Tonga","$1–$5,000",417
"Female","20–24 Years","Te Tai Tonga","$1–$5,000",627
"Male","25–29 Years","Te Tai Tonga","$1–$5,000",99
"Female","25–29 Years","Te Tai Tonga","$1–$5,000",240
"Male","30–34 Years","Te Tai Tonga","$1–$5,000",66
"Female","30–34 Years","Te Tai Tonga","$1–$5,000",204
"Male","35–39 Years","Te Tai Tonga","$1–$5,000",66
"Female","35–39 Years","Te Tai Tonga","$1–$5,000",219
"Male","40–44 Years","Te Tai Tonga","$1–$5,000",57
"Female","40–44 Years","Te Tai Tonga","$1–$5,000",141
"Male","45–49 Years","Te Tai Tonga","$1–$5,000",66
"Female","45–49 Years","Te Tai Tonga","$1–$5,000",132
"Male","50–54 Years","Te Tai Tonga","$1–$5,000",42
"Female","50–54 Years","Te Tai Tonga","$1–$5,000",114
"Male","55–59 Years","Te Tai Tonga","$1–$5,000",45
"Female","55–59 Years","Te Tai Tonga","$1–$5,000",81
"Male","60–64 Years","Te Tai Tonga","$1–$5,000",36
"Female","60–64 Years","Te Tai Tonga","$1–$5,000",90
"Male","65–69 Years","Te Tai Tonga","$1–$5,000",18
"Female","65–69 Years","Te Tai Tonga","$1–$5,000",24
"Male","70–74 Years","Te Tai Tonga","$1–$5,000",9
"Female","70–74 Years","Te Tai Tonga","$1–$5,000",9
"Male","75–79 Years","Te Tai Tonga","$1–$5,000",9
"Female","75–79 Years","Te Tai Tonga","$1–$5,000",9
"Male","80–84 Years","Te Tai Tonga","$1–$5,000",3
"Female","80–84 Years","Te Tai Tonga","$1–$5,000",3
"Male","85 Years And Over","Te Tai Tonga","$1–$5,000",3
"Female","85 Years And Over","Te Tai Tonga","$1–$5,000",6
"Male","15–19 Years","Waiariki","$1–$5,000",765
"Female","15–19 Years","Waiariki","$1–$5,000",900
"Male","20–24 Years","Waiariki","$1–$5,000",231
"Female","20–24 Years","Waiariki","$1–$5,000",360
"Male","25–29 Years","Waiariki","$1–$5,000",111
"Female","25–29 Years","Waiariki","$1–$5,000",189
"Male","30–34 Years","Waiariki","$1–$5,000",69
"Female","30–34 Years","Waiariki","$1–$5,000",129
"Male","35–39 Years","Waiariki","$1–$5,000",63
"Female","35–39 Years","Waiariki","$1–$5,000",114
"Male","40–44 Years","Waiariki","$1–$5,000",72
"Female","40–44 Years","Waiariki","$1–$5,000",117
"Male","45–49 Years","Waiariki","$1–$5,000",72
"Female","45–49 Years","Waiariki","$1–$5,000",102
"Male","50–54 Years","Waiariki","$1–$5,000",57
"Female","50–54 Years","Waiariki","$1–$5,000",81
"Male","55–59 Years","Waiariki","$1–$5,000",45
"Female","55–59 Years","Waiariki","$1–$5,000",78
"Male","60–64 Years","Waiariki","$1–$5,000",45
"Female","60–64 Years","Waiariki","$1–$5,000",63
"Male","65–69 Years","Waiariki","$1–$5,000",6
"Female","65–69 Years","Waiariki","$1–$5,000",21
"Male","70–74 Years","Waiariki","$1–$5,000",9
"Female","70–74 Years","Waiariki","$1–$5,000",12
"Male","75–79 Years","Waiariki","$1–$5,000",6
"Female","75–79 Years","Waiariki","$1–$5,000",12
"Male","80–84 Years","Waiariki","$1–$5,000",3
"Female","80–84 Years","Waiariki","$1–$5,000",3
"Male","85 Years And Over","Waiariki","$1–$5,000",3
"Female","85 Years And Over","Waiariki","$1–$5,000",3
"Male","15–19 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","15–19 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","20–24 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","20–24 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","25–29 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","25–29 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","30–34 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","30–34 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","35–39 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","35–39 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","40–44 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","40–44 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","45–49 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","45–49 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","50–54 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","50–54 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","55–59 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","55–59 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","60–64 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","60–64 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","65–69 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","65–69 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","70–74 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","70–74 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","75–79 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","75–79 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","80–84 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Female","80–84 Years","Area Outside Māori Electorate","$1–$5,000",NA
"Male","85 Years And Over","Area Outside Māori Electorate","$1–$5,000",NA
"Female","85 Years And Over","Area Outside Māori Electorate","$1–$5,000",NA
"Male","15–19 Years","Hauraki-Waikato","$5,001– $10,000",393
"Female","15–19 Years","Hauraki-Waikato","$5,001– $10,000",489
"Male","20–24 Years","Hauraki-Waikato","$5,001– $10,000",375
"Female","20–24 Years","Hauraki-Waikato","$5,001– $10,000",501
"Male","25–29 Years","Hauraki-Waikato","$5,001– $10,000",147
"Female","25–29 Years","Hauraki-Waikato","$5,001– $10,000",252
"Male","30–34 Years","Hauraki-Waikato","$5,001– $10,000",102
"Female","30–34 Years","Hauraki-Waikato","$5,001– $10,000",210
"Male","35–39 Years","Hauraki-Waikato","$5,001– $10,000",96
"Female","35–39 Years","Hauraki-Waikato","$5,001– $10,000",195
"Male","40–44 Years","Hauraki-Waikato","$5,001– $10,000",111
"Female","40–44 Years","Hauraki-Waikato","$5,001– $10,000",174
"Male","45–49 Years","Hauraki-Waikato","$5,001– $10,000",114
"Female","45–49 Years","Hauraki-Waikato","$5,001– $10,000",174
"Male","50–54 Years","Hauraki-Waikato","$5,001– $10,000",90
"Female","50–54 Years","Hauraki-Waikato","$5,001– $10,000",144
"Male","55–59 Years","Hauraki-Waikato","$5,001– $10,000",96
"Female","55–59 Years","Hauraki-Waikato","$5,001– $10,000",120
"Male","60–64 Years","Hauraki-Waikato","$5,001– $10,000",66
"Female","60–64 Years","Hauraki-Waikato","$5,001– $10,000",111
"Male","65–69 Years","Hauraki-Waikato","$5,001– $10,000",27
"Female","65–69 Years","Hauraki-Waikato","$5,001– $10,000",24
"Male","70–74 Years","Hauraki-Waikato","$5,001– $10,000",18
"Female","70–74 Years","Hauraki-Waikato","$5,001– $10,000",21
"Male","75–79 Years","Hauraki-Waikato","$5,001– $10,000",12
"Female","75–79 Years","Hauraki-Waikato","$5,001– $10,000",18
"Male","80–84 Years","Hauraki-Waikato","$5,001– $10,000",12
"Female","80–84 Years","Hauraki-Waikato","$5,001– $10,000",12
"Male","85 Years And Over","Hauraki-Waikato","$5,001– $10,000",0
"Female","85 Years And Over","Hauraki-Waikato","$5,001– $10,000",3
"Male","15–19 Years","Ikaroa-Rāwhiti","$5,001– $10,000",342
"Female","15–19 Years","Ikaroa-Rāwhiti","$5,001– $10,000",342
"Male","20–24 Years","Ikaroa-Rāwhiti","$5,001– $10,000",297
"Female","20–24 Years","Ikaroa-Rāwhiti","$5,001– $10,000",411
"Male","25–29 Years","Ikaroa-Rāwhiti","$5,001– $10,000",117
"Female","25–29 Years","Ikaroa-Rāwhiti","$5,001– $10,000",237
"Male","30–34 Years","Ikaroa-Rāwhiti","$5,001– $10,000",120
"Female","30–34 Years","Ikaroa-Rāwhiti","$5,001– $10,000",177
"Male","35–39 Years","Ikaroa-Rāwhiti","$5,001– $10,000",96
"Female","35–39 Years","Ikaroa-Rāwhiti","$5,001– $10,000",192
"Male","40–44 Years","Ikaroa-Rāwhiti","$5,001– $10,000",126
"Female","40–44 Years","Ikaroa-Rāwhiti","$5,001– $10,000",168
"Male","45–49 Years","Ikaroa-Rāwhiti","$5,001– $10,000",111
"Female","45–49 Years","Ikaroa-Rāwhiti","$5,001– $10,000",168
"Male","50–54 Years","Ikaroa-Rāwhiti","$5,001– $10,000",96
"Female","50–54 Years","Ikaroa-Rāwhiti","$5,001– $10,000",144
"Male","55–59 Years","Ikaroa-Rāwhiti","$5,001– $10,000",78
"Female","55–59 Years","Ikaroa-Rāwhiti","$5,001– $10,000",147
"Male","60–64 Years","Ikaroa-Rāwhiti","$5,001– $10,000",81
"Female","60–64 Years","Ikaroa-Rāwhiti","$5,001– $10,000",105
"Male","65–69 Years","Ikaroa-Rāwhiti","$5,001– $10,000",24
"Female","65–69 Years","Ikaroa-Rāwhiti","$5,001– $10,000",54
"Male","70–74 Years","Ikaroa-Rāwhiti","$5,001– $10,000",21
"Female","70–74 Years","Ikaroa-Rāwhiti","$5,001– $10,000",30
